,Image_Path,True_Label,Predicted_Label,Hybrid_Score
0,/content/Dataset/Test/Fake/00ELJIYESN.jpg,0,0,0.0007080939831212163
1,/content/Dataset/Test/Fake/00HZSJQ99D.jpg,0,0,0.0001296856062253937
2,/content/Dataset/Test/Fake/00ONA5N3VR.jpg,0,0,5.319679621607065e-05
3,/content/Dataset/Test/Fake/01APKJ1WLK.jpg,0,0,6.056916026864201e-05
4,/content/Dataset/Test/Fake/01CSPULCOW.jpg,0,0,0.1500335806471412
5,/content/Dataset/Test/Fake/01PGW4LBRJ.jpg,0,0,0.00036591215757653117
6,/content/Dataset/Test/Fake/01UROTRG1Y.jpg,0,0,0.00030595858697779477
7,/content/Dataset/Test/Fake/01XW0BTXRK.jpg,0,0,6.16323814028874e-05
8,/content/Dataset/Test/Fake/02DSE5U804.jpg,0,0,0.3502150650543626
9,/content/Dataset/Test/Fake/02GWGTZU59.jpg,0,0,0.00014617432316299528
10,/content/Dataset/Test/Fake/02JEFNOGD4.jpg,0,0,9.14430565899238e-05
11,/content/Dataset/Test/Fake/02S93BS396.jpg,0,0,0.00013690494233742356
12,/content/Dataset/Test/Fake/02VVQ8EUPO.jpg,0,0,5.096184759167954e-05
13,/content/Dataset/Test/Fake/02ZD3DCZUO.jpg,0,0,6.740371463820338e-05
14,/content/Dataset/Test/Fake/0A4922JAK9.jpg,0,0,0.0002098026598105207
15,/content/Dataset/Test/Fake/0A53VI57MP.jpg,0,0,0.35019380821322554
16,/content/Dataset/Test/Fake/0A7043GFJA.jpg,0,0,6.559956091223285e-05
17,/content/Dataset/Test/Fake/0AAY6DBXJA.jpg,0,0,0.15027614313876256
18,/content/Dataset/Test/Fake/0AOS90ACZ0.jpg,0,0,0.15008866126154316
19,/content/Dataset/Test/Fake/0AZIV8J8A7.jpg,0,0,5.121259891893715e-05
20,/content/Dataset/Test/Fake/0B8BMXPG7V.jpg,0,0,0.15004675146192312
21,/content/Dataset/Test/Fake/0BFZQAAPBD.jpg,0,0,0.0003085059579461813
22,/content/Dataset/Test/Fake/0BHIMIZX4U.jpg,0,0,9.460378350922838e-05
23,/content/Dataset/Test/Fake/0BPR4R4EJX.jpg,0,0,0.15016214381321333
24,/content/Dataset/Test/Fake/0BS5GRC7YP.jpg,0,0,0.15017646291234996
25,/content/Dataset/Test/Fake/0BXOZPH1HD.jpg,0,0,4.136722054681741e-05
26,/content/Dataset/Test/Fake/0BZFG3A4JT.jpg,0,0,0.00029567224555648863
27,/content/Dataset/Test/Fake/0C29CWQLYK.jpg,0,0,0.15010616845975164
28,/content/Dataset/Test/Fake/0C3B3TQEHB.jpg,0,0,0.1501390599354636
29,/content/Dataset/Test/Fake/0C3C6RIWZD.jpg,0,0,0.1502485334407538
30,/content/Dataset/Test/Fake/0D2S9YU1BH.jpg,0,0,0.0024879667907953262
31,/content/Dataset/Test/Fake/0D716DFTH5.jpg,0,0,4.73243671876844e-05
32,/content/Dataset/Test/Fake/0DIV9E650A.jpg,0,0,0.04566270485520363
33,/content/Dataset/Test/Fake/0DK42ZGH2Q.jpg,0,0,0.00023079963284544647
34,/content/Dataset/Test/Fake/0DKTHHA6TX.jpg,0,0,0.15014517130330204
35,/content/Dataset/Test/Fake/0DL8HHH4MP.jpg,0,0,0.15008511989290127
36,/content/Dataset/Test/Fake/0DLLKB2MFG.jpg,0,0,0.00021857065439689904
37,/content/Dataset/Test/Fake/0DMDKAKLFQ.jpg,0,0,0.150109863038233
38,/content/Dataset/Test/Fake/0DR4G8RBXE.jpg,0,0,0.00010686482710298151
39,/content/Dataset/Test/Fake/0DSRD8T7QI.jpg,0,0,0.00015318332589231431
40,/content/Dataset/Test/Fake/0DXBAMP4TE.jpg,0,0,0.0014881889801472425
41,/content/Dataset/Test/Fake/0EFL7ALEHA.jpg,0,0,0.350033456050005
42,/content/Dataset/Test/Fake/0EHGGMDEDA.jpg,0,0,0.3500611952564213
43,/content/Dataset/Test/Fake/0EJSVRSK2A.jpg,0,0,0.15002668776687642
44,/content/Dataset/Test/Fake/0EN1FCS3CG.jpg,0,0,0.0003263038524892181
45,/content/Dataset/Test/Fake/0F31YAPJAC.jpg,0,0,0.0005288598476909101
46,/content/Dataset/Test/Fake/0G6DNVAF9O.jpg,0,0,5.726798190153204e-05
47,/content/Dataset/Test/Fake/0G7V5WPBPK.jpg,0,0,0.00017089949687942863
48,/content/Dataset/Test/Fake/0G9JY637ZG.jpg,0,0,0.3510185878491029
49,/content/Dataset/Test/Fake/0GB4WHPEIZ.jpg,0,0,0.00012992127449251711
50,/content/Dataset/Test/Fake/0GHF8MFIMV.jpg,0,0,0.00010874561849050224
51,/content/Dataset/Test/Fake/0GJLNEQOF2.jpg,0,0,8.827353303786367e-05
52,/content/Dataset/Test/Fake/0GTTOUH6ML.jpg,0,0,6.84928527334705e-05
53,/content/Dataset/Test/Fake/0GU5P8DCB8.jpg,0,0,0.0001165974754258059
54,/content/Dataset/Test/Fake/0GUB0FPJAB.jpg,0,0,0.0008419945952482522
55,/content/Dataset/Test/Fake/0GV30X2093.jpg,0,0,0.000351086346199736
56,/content/Dataset/Test/Fake/0HF2GQUBO6.jpg,0,0,0.0005735154845751822
57,/content/Dataset/Test/Fake/0HGQ7HV0YD.jpg,0,0,0.00011750232806662098
58,/content/Dataset/Test/Fake/0HHSVB978Q.jpg,0,0,0.00028795175603590906
59,/content/Dataset/Test/Fake/0HL780XVQF.jpg,0,0,0.0002037983649643138
60,/content/Dataset/Test/Fake/0HR1TL35AE.jpg,0,0,0.0002643043699208647
61,/content/Dataset/Test/Fake/0HZA2Q7DT9.jpg,0,0,0.0005627117934636772
62,/content/Dataset/Test/Fake/0I9M1N99EJ.jpg,0,0,7.963191455928609e-05
63,/content/Dataset/Test/Fake/0IVUCI0FS5.jpg,0,0,5.020013122702949e-05
64,/content/Dataset/Test/Fake/0J3J5TIG1U.jpg,0,0,8.543818694306538e-05
65,/content/Dataset/Test/Fake/0JCNAUNANF.jpg,0,0,4.1251991206081584e-05
66,/content/Dataset/Test/Fake/0JMHVJ0BCL.jpg,0,0,0.35022799264115745
67,/content/Dataset/Test/Fake/0JRDUMD6JK.jpg,0,0,0.0016218224773183465
68,/content/Dataset/Test/Fake/0K1AC87Y00.jpg,0,0,0.0001562199176987633
69,/content/Dataset/Test/Fake/0KD0J8VYU3.jpg,0,0,0.15024503422901034
70,/content/Dataset/Test/Fake/0KDWGZ8ANJ.jpg,0,1,1.0
71,/content/Dataset/Test/Fake/0KKVL4RFIN.jpg,0,0,0.0015257202321663499
72,/content/Dataset/Test/Fake/0KR71LCR7U.jpg,0,0,0.35005766572576247
73,/content/Dataset/Test/Fake/0KZI25C4L9.jpg,0,0,0.2514552041888237
74,/content/Dataset/Test/Fake/0L5OPP3Z19.jpg,0,0,0.00020003330428153276
75,/content/Dataset/Test/Fake/0L8XHOIHYB.jpg,0,0,5.765517198597081e-05
76,/content/Dataset/Test/Fake/0L9UEYZVE9.jpg,0,0,0.00013590125308837742
77,/content/Dataset/Test/Fake/0LG7L4C8S0.jpg,0,0,0.0003172836441081017
78,/content/Dataset/Test/Fake/0LUFDJNRX4.jpg,0,0,0.17790763787925243
79,/content/Dataset/Test/Fake/0M0F4YJ1G9.jpg,0,0,0.0023374443408101797
80,/content/Dataset/Test/Fake/0M0KQNSKB2.jpg,0,0,0.0001274597307201475
81,/content/Dataset/Test/Fake/0M4AOFWGYI.jpg,0,0,0.0002508167817723006
82,/content/Dataset/Test/Fake/0M54937WMO.jpg,0,0,0.00013760241563431919
83,/content/Dataset/Test/Fake/0M5G8TMRQI.jpg,0,0,8.042244735406712e-05
84,/content/Dataset/Test/Fake/0MYTCLGGHY.jpg,0,0,0.0001072960440069437
85,/content/Dataset/Test/Fake/0MZARJ0PVS.jpg,0,0,0.0001561037643114105
86,/content/Dataset/Test/Fake/0NB95BWAS0.jpg,0,0,5.5148510000435635e-05
87,/content/Dataset/Test/Fake/0NE1TBITDY.jpg,0,0,0.15018040876602753
88,/content/Dataset/Test/Fake/0NF1KJRPNI.jpg,0,0,0.00013067743566352874
89,/content/Dataset/Test/Fake/0NMJWLW0OS.jpg,0,0,0.0009462427697144449
